SurveyID,Answer ID,Questiontype,Questions,Answers,Inputtype
1368615,26908765,price,Price,4.0,simple_7
1368615,26908832,love,What do you like best about G2 Marketing Solutions?,"I like the fact G2 Crowd is disrupting the old, stale way of running market evaluations of solutions. They crowdsource it from the users which is what I believe buyers are looking for throughout their purchase decision. As a sales rep, I can leverage the voice of our customer to address questions, objections, and similar initiatives with our active sales cycles. In a world of SaaS solutions, the voice of the customer is paramount. What I like best is the unique access to engage with prospects that are in a research phase by providing unfiltered perspective from our customers. ",comment
1369667,26919025,love,What do you like best about G2 Marketing Solutions?,"The G2 Crowd platform has provided a simple, efficient way to collect customer reviews and references, saving our team time and adding value to our marketing and sales efforts. The G2 Crowd team is very responsive and helpful, and their onboarding process was well organized.",comment
1369667,26919110,hate,What do you dislike about G2 Marketing Solutions?,"The platform interface is not as intuitive as I would expect, and it is sometimes difficult to find what I'm looking for or to switch from consumer view to admin view.",comment
1369667,26919156,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We are always looking for ways to generate new, qualified leads, and G2 Crowd has started to deliver on that promise. In addition, the reviews and references features have given our marketing team a lot of new content they can feature to promote our brand.",comment
1419587,27275268,love,What do you like best about G2 Marketing Solutions?,"G2 Crows is easy to use and gives us the information we are looking for from our clients. I am also able to respond to our clients directly and personally. 

Most importantly, their people rock! I asked our CSM Kylie to help us find some information we were looking for and she went above and beyond to get it for us. ",comment
1419587,27275454,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Organic understanding of how our clients feel about our product.,comment
1444638,27419263,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 plays an essential role in creating stellar-looking-and-sounding reviews for our testimonial marketing efforts, which has become the most effective part of our marketing strategy over the last year and will continue to be in 2019.",comment
1444638,27419417,love,What do you like best about G2 Marketing Solutions?,"Love how turn-key things have been thus far, as well as the attitude of the G2 crowd team (shoutout Mike, Pete, and Walter). These guys are on top of it. We just finished up our first review campaign and more than doubled our number of reviews (80+ new reviews), which we can now use to inform new product features and make improvements all around going into the new year. Best part—it was wildly simple to set up and launch.",comment
1444638,27419655,hate,What do you dislike about G2 Marketing Solutions?,"G2 Crowd obviously has a strong interest—like any tech company—in ensuring we become heavily integrated within their platform and remain customers for the foreseeable future. A few times that's come across just a little too strong, at least to our liking (lots of communications and calls to set up integrations we don't necessarily need on our end at the moment). Not really a deal breaker but we're a small, bootstrapped team that just needs a bit of consideration for what we can do at a reasonable pace. Other than that, not much to dislike about this platform and their team.",comment
1444638,27421209,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Social Report,employment_position
1449362,27460280,love,What do you like best about G2 Marketing Solutions?,"The onboarding was fantastic! No feature left unexplained, and nothing too skimmed over - everything had a time, sequence and clear and understandable process.",comment
1449362,27460310,hate,What do you dislike about G2 Marketing Solutions?,"It seems like there is a lot of investment of time upfront, but it's well worth it. Also, to get G2 working for you, a campaign must get going ASAP, which can be overwhelming, but helpful.",comment
1449362,27460340,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Getting unfiltered reviews and sharing them through a third party is transparent and honest for our potential customers to read and helpful for our customers to share.,comment
1452442,27486910,love,What do you like best about G2 Marketing Solutions?,"1. For our use case, 80% of the traffic was net new.
2. Of the 20% we already had, a significant correlation was present to opportunities which shows value in the remaining 80%. This is continuing to test out positively.
3. The total traffic was way too much to use (1k+ unique companies every few months with conversion rates below 2%), but thankfully you can see exactly what each company is looking at. Sorting unique hits by page type, and then seeing which page types correlates to opportunities, allows me to handpick a workable amount of net new Leads to deliver to my sales team which convert at a forecast of over 12% (average). Not bad for Leads we haven't even touched!",comment
1452442,27487122,hate,What do you dislike about G2 Marketing Solutions?,"My biggest hurtle with G2 was the Leads integration. I was told I ""could get the data any way I wanted"" prior to buying. When installing, and realizing it was missing this key feature, I pinged the team. They're still a little young, and therefore overpromised. 

However, this turned out to be a very positive experience, because they designed and implemented a new API specific to my needs, and fast. Turns out they could get it to me any way I wanted, I just had to wait a few weeks. I now have a Leads API that gets me the data, how and when I need it. They're already listening to the next product advancements, and I feel confident the product will continue to grow beyond its existing value, which is already at this point quite significant.

The team was fast, effective, and easy to work with during the update; Couldn't be happier. G2 boyscout here, if you're charged with Demand Generation, Lead Generation, Scoring, or most anything relevant with Leads - there's a way for you to leverage this data and get value by the boat load.",comment
1452442,27487198,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Too many to list here, but i'll cover the basics:
1. Mapping data points with high correlations to Opps onto existing Accounts & routing them (behavioral scoring)
2. Importing Net New companies with activity on data points with high correlations to Opps and routing them (lead gen)
3. Identifying existing customers looking into the space to identify churn (churn prevention)
4. Coming Soon - coloring in the Account. G2 has clearbit data, and the moment they finish porting everything into Salesforce i'll be using this to fill in if the company is the right fit via size, funding, etc. (demographic scoring)",comment
1482242,27670013,love,What do you like best about G2 Marketing Solutions?,Our onboarding specialist and account manager are always quick to respond and answer all of our questions. They made it extremely easy to increase our review volume. ,comment
1482242,27670061,hate,What do you dislike about G2 Marketing Solutions?,"Currently, I don't have anything that I dislike. The analytics could be slightly improved (as far as deeper customization) but it works as is.",comment
1482242,27670085,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"From a customer marketing position, I'm looking to increase our positive online reputation. G2 is helping that along.",comment
1522203,27925354,love,What do you like best about G2 Marketing Solutions?,The Customer Success Team has been so helpful in getting us up and running quickly.  We were able to immediately begin seeing an ROI on our investment thanks to their ability to help us run a Review campaign.,comment
1522203,27925410,hate,What do you dislike about G2 Marketing Solutions?,"With any growing company, it seems that there are a lot of new employees that are still finding their way.  Fortunately they seem to have a strong core team that is helping guide them.",comment
1522203,27925470,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Our focus was on expanding brand awareness and G2 Crowd is definitely helping us get our message out there.  For organizations like BuyerQuest, who compete against organizations with very large marketing budgets (but lesser solution capabilities), it is critical to find ways to allow users to broadcast your message for you.",comment
1549356,28131911,love,What do you like best about G2 Marketing Solutions?,Being able to easily communicate with the team at G2 Crowd has been great. Whether by phone or email  Kelly and Noah were extremely easy to reach and knowledgeable if we had any questions.,comment
1549356,28132054,hate,What do you dislike about G2 Marketing Solutions?,No complaints or dislikes about G2 Crowd. We've experienced nothing but great service!,comment
1549356,28132090,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We had limited profile viewers and very little reviews. G2 Crowd helped us boost our overall presence that helped us received a ton of helpful feedback.,comment
1579720,28371074,love,What do you like best about G2 Marketing Solutions?,The onboarding process was super smooth. Kristina Bradley did a wonderful job. She was able to connect really well with me and she made the whole journey absolutely educative.,comment
1579720,28371163,hate,What do you dislike about G2 Marketing Solutions?,A fortnightly meeting with the Account Manager after the onboarding process would be really appreciative.,comment
1579720,28371216,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Brand visibility and reaching out to potential customers.,comment
1595847,28519264,love,What do you like best about G2 Marketing Solutions?,The quality of the leads we get from it.,comment
1595847,28519374,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,People are only interested in our software when they need it so we have to get in front of them when they're looking. G2 Crowd is clearly one of the places they go when they're looking.,comment
1663299,29296907,love,What do you like best about G2 Marketing Solutions?,"My onboarding team of Gabe Richardson, Peter Staunton and Luke Rastetter has made my first month with G2 the best experience I have ever received from a vendor.",comment
1663299,29297185,hate,What do you dislike about G2 Marketing Solutions?,There is not one thing I can honestly say that I have disliked. My questions/concerns have always been answered immediately day or night.,comment
1663299,29297267,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,I am able to quickly see what companies are looking for software in my area and what level of interest they have.,comment
1666968,29336984,love,What do you like best about G2 Marketing Solutions?,"Responsive team and very helpful staff members. I worked with Kelly and Duncan and what I really appreciate is that they're more focused on your growth instead of upselling random products (which most other companies like Capterra would do, a general solution). I would highly recommend G2crowd to anyone looking for genuine brand building platform and reaching out to a broader and more relevant audience.",comment
1666968,29337041,hate,What do you dislike about G2 Marketing Solutions?,"Nothing yet, except that sometimes the system in itself may seem a little confusing. However, with the help of the staff everything falls into place, so no complaints. One thing they can improve is lead management screen. We don't work on leads, and if it was possible to customize the solution a little bit more to suit individual requirements, it will be appreciated.",comment
1666968,29337068,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We have an appointment booking system and we recently built a profile with G2Crowd to explore new business development opportunities. We're trying to find out feedback from our current customers to improve the system and trying to share happy reviews with new customers.,comment
1683784,29682681,love,What do you like best about G2 Marketing Solutions?,Incredibly easy to set up the profile. Fantastic onboarding process to facilitate goal-setting and initial profile build.,comment
1683784,29682755,hate,What do you dislike about G2 Marketing Solutions?,"Honestly, there is nothing I disliked. The user interface of the application and the onboarding process are great.",comment
1683784,29682797,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Drive awareness and generate leads. Highlight how we differentiate ourselves from our main competitors.,comment
1685465,29571183,love,What do you like best about G2 Marketing Solutions?,"Outside of a direct request for information, I love the insight into what products or service a target account is looking at, before, during, and after the selling process. I primarily use the buying signals to decide which company to reach out to and which team to reach out to based on buying behavior, but I also use the signals for retention purposes. Knowing my accounts are looking at other products lets me know to reach out before they become a churn risk.",comment
1685465,29571389,hate,What do you dislike about G2 Marketing Solutions?,I wish there were more information about WHO is looking.,comment
1685465,29572055,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Prospecting & Retention. I've been able to focus my prospecting behavior based on buyer intent, but also focus and inform my CS team to fix a problem before the Account tells us.",comment
1691819,29659698,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Raise profile in search engines. People utilize reviews to compare providers and G2 provides venue for IntelliCorp to tell our story. Lead generation.,comment
1691839,29659585,love,What do you like best about G2 Marketing Solutions?,The team at G2 Crowd is very organized and excited to ensure you succeed. They've worked diligently with us right from the start and within the first two weeks already made some serious moves. ,comment
1691839,29659666,hate,What do you dislike about G2 Marketing Solutions?,"Nothing to dislike so far, we've been happy with our progress. ",comment
1691839,29659696,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"First, we wanted more honest feedback from customers. Our client success is a huge focus for us, so to see reviews and figure out what we can do to improve is valuable. Yet, this also helps our sales team share what other great companies think about us when they are talking to potential buyers. Additionally, this helps sales see who is actively engaged with our profile, comparing us to competitors, and much more. It arms are sales and client success teams to succeed and catch a company if they might be thinking about moving on. ",comment
1691839,29660331,employment_position,At which organization did you most recently use G2 Marketing Solutions?,EveryoneSocial,employment_position
1706680,29796344,love,What do you like best about G2 Marketing Solutions?,"We like that our customers can provide reviews in either an anonymous or identified way, and that as a visitor to the page, I can sort reviews based on star rating, industry, etc.  We love the real-time comparison grid and other ratings.  We also like that you can link to a specific review.  Other sites like Capterra, do not have this feature. ",comment
1706680,29796469,hate,What do you dislike about G2 Marketing Solutions?,We had expected to receive more form-fill leads from our profile listings on G2 Crowd. ,comment
1706680,29796485,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We have been able to leverage the reviews and leadership status on G2 Crowd in the sales process, for social media and for internal communications to employees. The Buyer Intent data is helping us to let account reps know which companies are interested in our products.",comment
1706680,29796620,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Aspect Software,employment_position
1709075,61654872,love,What do you like best about G2 Marketing Solutions?,"The team at G2 helped us reach our main goal: to let the world know that we have lots of customers that are truly enthusiastic about our products. We needed a dependable, trusted platform for those voices to be heard, and G2 helped us run a series of campaigns that resulted in over 100 reviews written about our product in just a few months.",comment
1709075,61654884,hate,What do you dislike about G2 Marketing Solutions?,Some of the most advanced features require plans that are a bit pricey for a startup :-),comment
1709075,61654923,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We needed to increase ""peace of mind"" around our products. We knew that we had many, really happy customers, but we needed a visible, portable way to convey that. We can now link to the reviews page, mention our rating in our marketing docs & email signatures, etc.",comment
1709075,61654965,employment_position,At which organization did you most recently use G2 Marketing Solutions?,BEE by MailUp Group,employment_position
1728103,30025723,love,What do you like best about G2 Marketing Solutions?,The team at G2crowd is great. They offer a suite of products that really help the buyer get informed.,comment
1728103,30025764,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Making users aware of our product.,comment
1760009,30411941,love,What do you like best about G2 Marketing Solutions?,How easy it is to communicate our needs to our representatives. The customer service has been great and we hit our goals using their methodology.,comment
1760009,30412063,hate,What do you dislike about G2 Marketing Solutions?,"We wish that the widgets for our website were more customizable. Just like I am filling out what I don't like (which is hard to come up with when you like a product like G2 Crowd :) ), our customers are asked to do the same. While the feedback is valuable, it shows on the widgets that you would use to promote reviews. Definitely workarounds, but one way they could improve!",comment
1760009,30412260,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"References. it is so hard in the cybersecurity space to get customers to talk about your products. Most organizations ban their security professionals from giving reviews because of, well, SECURITY. This is a great place for our reps to send prospects and customers to learn why others are using our products.",comment
1760009,30412693,company,At which organization did you most recently use G2 Marketing Solutions?,STEALTHbits Technologies,text_field
1760163,30415685,love,What do you like best about G2 Marketing Solutions?,Allows for smaller vendors without extra millions of dollars to gain visibility and compete against the bigger players based on functional reviews by real users. ,comment
1760163,30415787,hate,What do you dislike about G2 Marketing Solutions?,Don't love the G2Crowd score and how it impacts total vendor scoring but understand the reasoning behind it,comment
1760163,30415869,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Visibility of our embedded business intelligence and analytics solution for SaaS companies. G2Crowd has helped us to compete against larger players with unlimited marketing budgets through real user based reviews and product comparisons. ,comment
1760163,30416158,company,At which organization did you most recently use G2 Marketing Solutions?,"Exago, Inc",text_field
1793050,30814236,love,What do you like best about G2 Marketing Solutions?,G2Crowd has been fast and easy to implement. The system is intuitive and we've gotten great results from review campaigns.,comment
1793050,30814357,company,At which organization did you most recently use G2 Marketing Solutions?,Field Nation,text_field
1872588,31726194,love,What do you like best about G2 Marketing Solutions?,G2 asks the questions that elicit the answers that are useful to prospects in the buying process. As a result our customers address concerns that are common during the process that aren't uniquely covered in our conversations.,comment
1872588,31726208,hate,What do you dislike about G2 Marketing Solutions?,It can be a little unclear how close you are (mathematically/algorithmically) to the next star (or tenth of a star).,comment
1872588,31726426,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 ensures we have a full and current arsenal of references and reviews. Software is improved and enhanced every day, the more recent the review, the more relevant it is.",comment
1872588,31726473,company,At which organization did you most recently use G2 Marketing Solutions?,Vonage,text_field
1872588,31726475,industry,What is your industry when using this product?,Telecommunications,dropdown
1912208,32242139,love,What do you like best about G2 Marketing Solutions?,"The team at G2 Crowd is simply the best.  At the beginning of the process, there was a lot of information that was needed and it seemed like it was going to be an overwhelming project. However, the on-boarding team takes their time with you.  They schedule a series of calls to review what is needed and how to complete each step of the process. The best part is that they follow up with detailed instructions after every call, so if you missed something, you have it in writing as a reference. ",comment
1912208,32242492,hate,What do you dislike about G2 Marketing Solutions?,I haven't found anything to dislike about G2 Crowd - the team or the product - at this point. ,comment
1912208,32242674,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"In order to compete in our market, we needed to further expand our brand recognition and be positioned among our top competitors. G2 Crowd helped us achieve ""grid status"" in a short amount of time in our product categories. We have received several reviews, and potential buyers can now read why our customers love our product. ",comment
1912208,32243086,company,At which organization did you most recently use G2 Marketing Solutions?,GR8 People,text_field
1912519,33105075,love,What do you like best about G2 Marketing Solutions?,I liked the onboarding process of the G2 Crowd marketing solution. Everything was explained in detail with the right touch points and follow-ups. ,comment
1912519,33105110,hate,What do you dislike about G2 Marketing Solutions?,The tool has an opportunity to offer further customizations on the display of the profile. I hope in the future these customization options are available.,comment
1912519,33105117,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Build market awareness and have a central place where our customer users can leave product feedback. ,comment
1912519,33105148,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Enablix,employment_position
1922126,32373213,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"First, we know how valuable customer reviews are in order to maintain satisfaction, reduce churn, and improve our offering. At the same time, having a presence in a reliable, high-traffic platform like G2 Crowd will likely improve awareness and reach. Lastly, the relevant prospect data available is proving to be one of the most valuable aspects of the platform.",comment
1922126,32373255,love,What do you like best about G2 Marketing Solutions?,"The implementation specialist made sure the on-boarding process was thorough, yet simple, and has overall been incredibly helpful and responsive. The platform surprised me with some tools I wasn't aware of, like reference pages and crowd quotes. Verified customer review and incentivized review campaigns are features worth mentioning as well.",comment
1922126,32374125,hate,What do you dislike about G2 Marketing Solutions?,"No negatives so far, looking forward to improve and develop our implementation further. ",comment
1922126,32375027,company,At which organization did you most recently use G2 Marketing Solutions?,GO1,text_field
1930390,32599836,love,What do you like best about G2 Marketing Solutions?,Onboarding team was very attentive to details and results oriented. They shared a lot of best practices and provided valuable advice and support.,comment
1930390,32599855,hate,What do you dislike about G2 Marketing Solutions?,Nothing really to complain about. Great process overall.,comment
1930390,32599861,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Improving lead flow and help with top of the funnel.,comment
1934479,32527576,love,What do you like best about G2 Marketing Solutions?,"The personal touch from account reps and teams was amazing from day one. They were super helpful and proactively walked me through the process of getting started and figuring out my questions. The website is by far one of the best websites I've used for admin and features. Love the website and it's the poster-child for usability, tooltips and being well organized. ",comment
1934479,32527681,hate,What do you dislike about G2 Marketing Solutions?,"We're really not seeing much as far as leads or traction from the platform as we'd like, but I was warned that G2 is not a big lead generating platform. We hope that the reviews are helping to feed other organic channels, but we'll never really know. I also don't like that they cap the amount of leads they're willing to give you each year, even though extra leads might be coming in. That sounds silly. But, my problem is getting even close to that number to begin with. ",comment
1934479,32527853,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We're a new company so gathering reviews and establishing a 3rd party presence is what we were hoping to accomplish. Getting there. ,comment
1950207,32698403,love,What do you like best about G2 Marketing Solutions?,"The Clarity of the steps involved
Making the customer feel comfortable through clear communication
The result!!!",comment
1950207,32698429,hate,What do you dislike about G2 Marketing Solutions?,One complaint is that the TAT for reply to any issue is a bit long,comment
1950207,32698438,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Increase visibility
Get 3rd Party credibility 
Reach out to active prospects",comment
1950207,32698472,company,At which organization did you most recently use G2 Marketing Solutions?,CEIPAL,text_field
1952916,33707597,love,What do you like best about G2 Marketing Solutions?,"Service was great, they walked us through the entire set up. Kept sending reminders that we needed to continue setting up profile to be successful. ",comment
1952916,33707650,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Show potential prospects who we are, show them reviews form our customers and help them understand why we stand our from our competitors",comment
1953502,32742146,love,What do you like best about G2 Marketing Solutions?,The onboarding process was smooth and the account managers provided great service. Our review campaign generated was successful and helped us get customer reviews easily. ,comment
1953502,32742331,hate,What do you dislike about G2 Marketing Solutions?,It would be nice to get an email notification when review campaigns go live. ,comment
1953502,32742339,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 Crowd is assisting us in getting leads and insights on potential customers. ,comment
1953502,32742362,company,At which organization did you most recently use G2 Marketing Solutions?,Uptime.com,text_field
1960560,32830904,love,What do you like best about G2 Marketing Solutions?,"The assistance provided in understanding the review space, how the space works, and how our brand can benefit was great.  Our team was first-class and ready to please. The reviews we received have become quite helpful for our sales team and also our product dev teams. Also, the lead generation program can also prove to be beneficial for some companies. UI redesign has also come along quite nicely. ",comment
1960560,32831168,hate,What do you dislike about G2 Marketing Solutions?,"As with any young company, there have been minor tech hiccups along the way. Nothing that required a huge undertaking, but just a little patience for the growing pains. Many pricing tiers for data and content can be mystifying as well.",comment
1960560,32831283,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We have realized that as we grow reviews will be part of the sales cycle. More buyers read reviews for B2B decisions, and having an accurate and positive reputation is helpful. We have seen many prospects read our reviews before and during the sales cycle. ",comment
1960560,32831476,company,At which organization did you most recently use G2 Marketing Solutions?,Paylocity,text_field
1967866,32929317,love,What do you like best about G2 Marketing Solutions?,The support we received with G2 was second to none. They were there for every step of the review generating process. ,comment
1967866,32929390,hate,What do you dislike about G2 Marketing Solutions?,They were very helpful and supportive - maybe decrease the total number of onboarding calls as they were very informative but also very time consuming. ,comment
1967866,32929503,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We wanted to increase our market reach through reviews from our satisfied clients. G2 offers many useful tools for comparing our product with the competitor based on actual user feedback. ,comment
1968850,32989873,love,What do you like best about G2 Marketing Solutions?,"We've had an excellent experience with G2 Crowd. Their site is intuitive, resources are thorough, and team is helpful and great to work with.",comment
1968850,32989984,hate,What do you dislike about G2 Marketing Solutions?,We have not found anything that we dislike,comment
1968850,32990018,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We are looking to build our business, generate leads, and build awareness of our solution",comment
1968850,32990109,company,At which organization did you most recently use G2 Marketing Solutions?,Virto,text_field
1992901,33215862,love,What do you like best about G2 Marketing Solutions?,The on-boarding and client success team was extremely responsive and helpful with any and all of my and my team's questions and were very patient with our small team / pool of resources.,comment
1992901,33216019,hate,What do you dislike about G2 Marketing Solutions?,"There were a few hiccups along with way with getting our initial email out due to email issues on their end that could have been communicated a little better; however, in the end, all ended up working out fine.",comment
1992901,33216066,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We're looking to gain deeper insight into what our customers really think as well as provide a third party, authentic resource to point prospects to when evaluating our product.",comment
1992901,33216259,company,At which organization did you most recently use G2 Marketing Solutions?,dotCMS,text_field
2007693,33413354,love,What do you like best about G2 Marketing Solutions?,The team at G2 is great. They really helped us create a review campaign that worked well for our relationship with our customers. They answered all of our questions and got us the data that we need. ,comment
2007693,33413426,hate,What do you dislike about G2 Marketing Solutions?,There are some limitations with the profile and the data that I'm able to get on my own from the platform. Their team was quick to help me get the data I needed when I asked though!,comment
2007693,33413482,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We wanted to improve our review presence on the web and create a place to send prospective customers who want to know what our customers think about us. We've been able to create custom pages to share during our sales process and are looking forward to continuing to leverage our reviews. ,comment
2007693,33413626,company,At which organization did you most recently use G2 Marketing Solutions?,ClearPoint Strategy,text_field
2014260,33497514,love,What do you like best about G2 Marketing Solutions?,Appreciated our representatives' thorough and speedy answers to our questions. The walk-throughs were always pleasant and informative. Big shout-out to our implementation specialist Peter who held our hands through the whole process. We've been pleasantly surprised by the depth of both the platform and the enablement flow. Everyone on the G2 side has also been refreshingly transparent about their capabilities and their roadmap.,comment
2014260,33497921,hate,What do you dislike about G2 Marketing Solutions?,"Barring a few bugs in the reference sheets tool, G2 has delivered so far on everything we've been promised. Not much to talk about in the realm of dislikes.",comment
2014260,33498007,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We're using G2 as a hub for our accolades and as a mid-funnel showcase for our prospects that our researching our industry-leading platform. We've been pleasantly surprised by G2's collateral use cases, and are testing out things like reference sheets and comparison page links in-market.",comment
2014260,33498209,employment_position,At which organization did you most recently use G2 Marketing Solutions?,CreatorIQ,employment_position
2032398,33715618,love,What do you like best about G2 Marketing Solutions?,"We like the intent signals that we see when companies search for us or our category. On-boarding was great and our account rep was excellent, patient and helpful. ",comment
2032398,33715636,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Understanding which target accounts are in search mode. Also building our reputational infrastructure. The optics on becoming a leader in a category are great as well. Good ammunition for sales outreach.,comment
2032398,33715707,hate,What do you dislike about G2 Marketing Solutions?,"the interfaces is a little ""homebrew"" - getting to admin center is a little clunky. Price performance is still a bit of a question particularly in the long-term.",comment
2032398,33715744,company,At which organization did you most recently use G2 Marketing Solutions?,Kentico,text_field
2066294,34226831,love,What do you like best about G2 Marketing Solutions?,"G2 is an essential part of our sales process. The buyer intent notifications are awesome in helping us identify warm leads to reach out to.

Once they're in an evaluation with us, we direct them to the grids we're on as well our product page itself. This is HUGE in establish credibility. Potential buyers are able to see real, validated third-party reviews so they know their peers think we're as awesome as we say we are.",comment
2066294,34227372,hate,What do you dislike about G2 Marketing Solutions?,"Buyer intent notifications are sent once every day at 5pm, and it's my understanding this cannot be changed. 

It'd be nice if I were able to customize the time and frequency at which I receive these reports.",comment
2066294,34227479,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Our BDRs are able to identify leads who are potentially searching for a solution.

Our Account Executives are able to box out competitors by providing proof that real-users rank us higher.

Ultimately, we close more deals because of this.",comment
2066294,34227763,company,At which organization did you most recently use G2 Marketing Solutions?,Mavenlink,text_field
2077462,34368370,love,What do you like best about G2 Marketing Solutions?,"In the last 12 months, our Salesforce CPQ Grid position has been my go-to slide for demonstrating our customer’s success with prospects. It’s one thing to deliver the company talk track around ease of use, speed, and functionality -- it’s another to reinforce the story with authentic G2 reviews that are collected from users just like them. 

As a best practice, I strongly recommend leveraging G2 reviews to authenticate your sales conversations. The market we work in can get extremely competitive and it’s important to cut through the noise, quickly. I do this by sending prospects to a reputable source of truth on how users are getting value from what we provide. 
 
",comment
2077462,34368393,hate,What do you dislike about G2 Marketing Solutions?,The fact that I can't actually see the contact details of the people reviewing our pages,comment
2077462,34368562,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Helps me to authenticate our business value by reinforcing with actual users who are getting benefits from using our tool,comment
2077462,34368676,company,At which organization did you most recently use G2 Marketing Solutions?,Salesforce,text_field
2080920,34417937,love,What do you like best about G2 Marketing Solutions?,The team at G2 Crowd are clearly passionate about their clients success. From our initial conversations right through onboarding and beyond the team have been invested in making our campaign a success. The buyer intent data is excellent and really helps to focus our marketing efforts towards active buyers. The Review Campaign was a great success and helped us to understand where we are strong and weak from a product point of view. ,comment
2080920,34418033,company,At which organization did you most recently use G2 Marketing Solutions?,Zymplify Limited,text_field
2090914,34564251,love,What do you like best about G2 Marketing Solutions?,The ability to find new promotors though the review information. We use it to review other software tools and companies we are considering partnering with.,comment
2090914,34564303,hate,What do you dislike about G2 Marketing Solutions?,The review list does not always include the customer's name and the list of customer reviews cannot be exported even as an admin on the account.,comment
2090914,34564332,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Adding more of our customers to our reference program, and being able to request a quick reference page on what our customers are saying and creating a link that our sales team can share. ",comment
2090914,34564404,company,At which organization did you most recently use G2 Marketing Solutions?,GPS Insight,text_field
2104489,34748165,love,What do you like best about G2 Marketing Solutions?,"I had to contact customer support about a problem with a gift card. Eric quickly resolved the problem.

Then I asked him to change the email sent to reviewers to prevent the problem in the future. He then forwarded the issue to the product support team to improve G2 so that others can have a better experience.",comment
2104489,34751467,hate,What do you dislike about G2 Marketing Solutions?,I do not really dislike anything right now.,comment
2104489,34751540,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We are getting our product on the market with the help of G2.

We have already made a product improvement based on negative information in our first review.",comment
2104489,34752043,company,At which organization did you most recently use G2 Marketing Solutions?,"EnterpriseAxis, LLC",text_field
2134819,35132956,love,What do you like best about G2 Marketing Solutions?,Great support from managers with launch and execution. Very appreciated,comment
2134819,35133018,company,At which organization did you most recently use G2 Marketing Solutions?,Veeam,text_field
2134819,35133043,company_size,What was your organization size when working with G2 Marketing Solutions?,"1,001-5,000 employees",dropdown
2134819,35133162,hate,What do you dislike about G2 Marketing Solutions?,"Didn't notice any, everything was great ",comment
2158700,35627843,love,What do you like best about G2 Marketing Solutions?,"What I like best about G2 is that we're able to leverage our happy customers as a competitive advantage in sales cycles. Using G2, we can show our prospects a side-by-side comparison of how satisfied our customers are against each of our major competitors. These quantitative metrics have made a huge difference for us.",comment
