Survey Response ID,Answer ID,Question Type,Question Text,Answer Value,Input Type
2066294,34227743,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2066294,34227749,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2066294,34227763,company,At which organization did you most recently use G2 Marketing Solutions?,Mavenlink,text_field
2066294,34227780,industry,What is your industry when using this product?,Computer Software,dropdown
2077462,34368358,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2077462,34368361,title,Title for your review:,Cutting through the noise,text_field
2077462,34368370,love,What do you like best about G2 Marketing Solutions?,"In the last 12 months, our Salesforce CPQ Grid position has been my go-to slide for demonstrating our customer’s success with prospects. It’s one thing to deliver the company talk track around ease of use, speed, and functionality -- it’s another to reinforce the story with authentic G2 reviews that are collected from users just like them. 

As a best practice, I strongly recommend leveraging G2 reviews to authenticate your sales conversations. The market we work in can get extremely competitive and it’s important to cut through the noise, quickly. I do this by sending prospects to a reputable source of truth on how users are getting value from what we provide. 
 
",comment
2077462,34368393,hate,What do you dislike about G2 Marketing Solutions?,The fact that I can't actually see the contact details of the people reviewing our pages,comment
2077462,34368562,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Helps me to authenticate our business value by reinforcing with actual users who are getting benefits from using our tool,comment
2077462,34368632,product_role,What is your primary role when using G2 Marketing Solutions?,Consultant,dropdown
2077462,34368640,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2077462,34368664,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2077462,34368676,company,At which organization did you most recently use G2 Marketing Solutions?,Salesforce,text_field
2077462,34368743,industry,What is your industry when using this product?,Computer Software,dropdown
2080920,34417881,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2080920,34417894,title,Title for your review:,Superb Customer Service & Excellent Solution for Buyer Intent ,text_field
2080920,34417937,love,What do you like best about G2 Marketing Solutions?,The team at G2 Crowd are clearly passionate about their clients success. From our initial conversations right through onboarding and beyond the team have been invested in making our campaign a success. The buyer intent data is excellent and really helps to focus our marketing efforts towards active buyers. The Review Campaign was a great success and helped us to understand where we are strong and weak from a product point of view. ,comment
2080920,34418002,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2080920,34418008,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2080920,34418013,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2080920,34418033,company,At which organization did you most recently use G2 Marketing Solutions?,Zymplify Limited,text_field
2080920,34418052,industry,What is your industry when using this product?,Marketing and Advertising,dropdown
2080920,34418058,company_size,What was your organization size when working with G2 Marketing Solutions?,11-50 employees,dropdown
2080920,34418062,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
2090914,34564197,title,Title for your review:,Customer Reviews reveal potential reference and referral customers,text_field
2090914,34564251,love,What do you like best about G2 Marketing Solutions?,The ability to find new promotors though the review information. We use it to review other software tools and companies we are considering partnering with.,comment
2090914,34564303,hate,What do you dislike about G2 Marketing Solutions?,The review list does not always include the customer's name and the list of customer reviews cannot be exported even as an admin on the account.,comment
2090914,34564332,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Adding more of our customers to our reference program, and being able to request a quick reference page on what our customers are saying and creating a link that our sales team can share. ",comment
2090914,34564382,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2090914,34564398,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2090914,34564401,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2090914,34564404,company,At which organization did you most recently use G2 Marketing Solutions?,GPS Insight,text_field
2090914,34564469,industry,What is your industry when using this product?,Computer Software,dropdown
2090914,34564475,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
2104489,34748043,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2104489,34748090,title,Title for your review:,Customer Support is Great,text_field
2104489,34748165,love,What do you like best about G2 Marketing Solutions?,"I had to contact customer support about a problem with a gift card. Eric quickly resolved the problem.

Then I asked him to change the email sent to reviewers to prevent the problem in the future. He then forwarded the issue to the product support team to improve G2 so that others can have a better experience.",comment
2104489,34751467,hate,What do you dislike about G2 Marketing Solutions?,I do not really dislike anything right now.,comment
2104489,34751540,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We are getting our product on the market with the help of G2.

We have already made a product improvement based on negative information in our first review.",comment
2104489,34751803,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2104489,34751970,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2104489,34752011,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2104489,34752043,company,At which organization did you most recently use G2 Marketing Solutions?,"EnterpriseAxis, LLC",text_field
2104489,34752086,industry,What is your industry when using this product?,Computer Software,dropdown
2134819,35132903,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2134819,35132914,title,Title for your review:,Great support service!,text_field
2134819,35132956,love,What do you like best about G2 Marketing Solutions?,Great support from managers with launch and execution. Very appreciated,comment
2134819,35132995,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2134819,35133011,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2134819,35133018,company,At which organization did you most recently use G2 Marketing Solutions?,Veeam,text_field
2134819,35133034,industry,What is your industry when using this product?,Information Technology and Services,dropdown
2134819,35133043,company_size,What was your organization size when working with G2 Marketing Solutions?,"1,001-5,000 employees",dropdown
2134819,35133049,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
2134819,35133162,hate,What do you dislike about G2 Marketing Solutions?,"Didn't notice any, everything was great ",comment
2158700,35627754,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2158700,35627765,title,Title for your review:,Third-Party Validation You Can't Get Anywhere Else,text_field
2158700,35627843,love,What do you like best about G2 Marketing Solutions?,"What I like best about G2 is that we're able to leverage our happy customers as a competitive advantage in sales cycles. Using G2, we can show our prospects a side-by-side comparison of how satisfied our customers are against each of our major competitors. These quantitative metrics have made a huge difference for us.",comment
2158700,35628235,hate,What do you dislike about G2 Marketing Solutions?,"Overall, I like the way G2 looks at markets, but the way that G2 calculates ""Market Presence""— the Y-axis in Grid Reports — could use some improvement. It uses 15 factors like Number of Employees, Revenue, Web Presence, and  Social Presence. This gives large companies with hundreds of products and thousands of employees a distinct advantage over specialists that are better known in a given market. Companies like IBM and Microsoft will always score well in Market Presence because of their sheer size, even if they have only a handful of employees working on a given product.",comment
2158700,35630531,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 has allowed us to shorten our sales cycles and help eliminate weaker competitors from our sales cycles.  This translates directly into higher revenue. ,comment
2158700,35630746,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2158700,35630795,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2158700,35630818,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2158700,35630837,company,At which organization did you most recently use G2 Marketing Solutions?,Openprise,text_field
2158700,35630861,industry,What is your industry when using this product?,Computer Software,dropdown
2182313,35885706,title,Title for your review:,Feels like a true partnership,text_field
2182313,35885746,love,What do you like best about G2 Marketing Solutions?,Working with the G2 Crowd team has been a pleasure. They are very organized and make the relationship feel like a true partnership.,comment
2182313,35885787,hate,What do you dislike about G2 Marketing Solutions?,"We have had a few hiccups in rolling out our reviews campaign (landing pages with the wrong review incentive were sent out initially) but they have always been resolved quickly and with transparency from the G2 team. Even with the hiccups, we got a great response to our campaign and are happy with our on-boarding.",comment
2182313,35885829,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,9.0,slider_nps
2182313,35885990,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,The biggest benefit has been providing our sales and marketing teams with social proof of the value of our product. We use our reviews pages in numerous ways to support sales and marketing initiatives and it's having an extremely positive impact. Our sales team are happy! We are just starting to use Buyer Intent data for outbound campaigns as well.,comment
2182313,35886004,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2182313,35886255,product_role,What is your primary role when using G2 Marketing Solutions?,Executive Sponsor,dropdown
2182313,35886271,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2182313,35886276,company,At which organization did you most recently use G2 Marketing Solutions?,Envisio,text_field
2182313,35886288,industry,What is your industry when using this product?,Computer Software,dropdown
2188856,35997131,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,8.0,slider_nps
2188856,35997142,title,Title for your review:,Great way to crowdsource a review.,text_field
2188856,35997171,love,What do you like best about G2 Marketing Solutions?,Actionable information on my prospects at my fingertips.,comment
2188856,35997225,hate,What do you dislike about G2 Marketing Solutions?,Quadrant rating sometimes skewed based on a variety of factors.,comment
2188856,35997303,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,I am using it for Sales prospecting.,comment
2188856,35997342,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2188856,35997366,product_role,What is your primary role when using G2 Marketing Solutions?,User,dropdown
2188856,35997377,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2188856,35997417,industry,What is your industry when using this product?,Computer Software,dropdown
2188856,35997427,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
2202399,36175336,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,9.0,slider_nps
2202399,36175345,title,Title for your review:,Solid experience,text_field
2202399,36175359,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Leads,comment
2202399,36175361,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2202399,36175373,product_role,What is your primary role when using G2 Marketing Solutions?,User,dropdown
2202399,36175385,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2202399,36175407,company,At which organization did you most recently use G2 Marketing Solutions?,3PL Central,text_field
2202399,36175418,industry,What is your industry when using this product?,Warehousing,dropdown
2202399,36175436,company_size,What was your organization size when working with G2 Marketing Solutions?,11-50 employees,dropdown
2202399,36175439,current_user,Are you a current user of G2 Marketing Solutions?,No,dropdown
2264645,36903212,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,9.0,slider_nps
2264645,36903223,title,Title for your review:,"Great Experience, Knowledgeable and Helpful Team ",text_field
2264645,36903290,love,What do you like best about G2 Marketing Solutions?,"The team tailored onboarding to my particular needs - it never felt too slow or too rushed. Now that our product is up and running, I feel confident our G2 reviews are helping us to win in our category. ",comment
2264645,36903356,hate,What do you dislike about G2 Marketing Solutions?,"I don't know that there is much to dislike - the product is pretty straightforward from a management perspective. The one aspect I would change is to have more flexibility in on the 'calls to action' on our page. Our product is unique in that its free to use, so anything that speaks to a 'free trial' feels misleading for potential customers or our offering. ",comment
2264645,36903426,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We're growing our prominence in our potential customer's consideration set. ,comment
2264645,36903489,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2264645,36903503,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2264645,36903511,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2264645,36903517,company,At which organization did you most recently use G2 Marketing Solutions?,Upside Business Travel,text_field
2264645,36903603,industry,What is your industry when using this product?,Internet,dropdown
2277772,37077377,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2277772,37077389,title,Title for your review:,G2Crowd is authentic great advice that we trust and use regularly.,text_field
2277772,37077469,love,What do you like best about G2 Marketing Solutions?,"Authentic reviews, great comparison content, and a great team to work with day to day. We use G2Crowd when reviewing software as well as a platform where we encourage agencies to review our platform. Everything about G2Crows is quality.",comment
2277772,37077660,hate,What do you dislike about G2 Marketing Solutions?,The lead generation that results from G2Crowd is so high quality that I just wish we could get more volume. The low funnel lead generation from G2Crowd is top notch.,comment
2277772,37077725,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Moving leads through the funnel is one of the most difficult tasks that takes patience, time and  a lot of good content. G2Crowd cuts through all of that and just gives us low funnel prospects ready to purchase.",comment
2277772,37077854,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2277772,37077882,product_role,What is your primary role when using G2 Marketing Solutions?,User,dropdown
2277772,37077895,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2277772,37077905,company,At which organization did you most recently use G2 Marketing Solutions?,SharpSpring,text_field
2277772,37077942,industry,What is your industry when using this product?,Computer Software,dropdown
2280568,37120172,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2280568,37120365,title,Title for your review:,Great experience so far!,text_field
2280568,37120379,love,What do you like best about G2 Marketing Solutions?,"The onboarding process has been thorough and well executed. I liked how they break it up over several calls, giving you time to implement what we went over in between calls and also avoiding a firehose of information and features to try to remember all in one onboarding call.",comment
2280568,37120436,hate,What do you dislike about G2 Marketing Solutions?,"Just like most enterprise tools like this, it can be complicated and is a lot of information to digest. Luckily the support and onboarding team has been really helpful.",comment
2280568,37120467,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Get in front of qualified, high-intent people looking for fundraising and donor management solutions for their nonprofit.",comment
2280568,37121434,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2280568,37121449,product_role,What is your primary role when using G2 Marketing Solutions?,User,dropdown
2280568,37121456,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2280568,37121457,company,At which organization did you most recently use G2 Marketing Solutions?,VirtuousCRM,text_field
2280568,37121480,industry,What is your industry when using this product?,Computer Software,dropdown
2289204,37237957,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2289204,37237959,title,Title for your review:,"Outstanding product, customer service.",text_field
2289204,37237969,love,What do you like best about G2 Marketing Solutions?,Love how easy it was to get our product to get some visibility and traction in the marketplace among peers in the same category. Our account manager  and implementation folks were awesome and guided us every step of the way. ,comment
2289204,37238022,hate,What do you dislike about G2 Marketing Solutions?,Didn’t know about some cool features till our account manager told us. Some of our customers have reported issues with review submission failures multiple times. Just the submit button was not working. ,comment
2289204,37238050,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Jump starting our inbound strategy, getting visibility on the high performer quadrant for a startup that has a great product and reviews on G2 has been huge for us.",comment
2289204,37238089,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2289204,37238101,product_role,What is your primary role when using G2 Marketing Solutions?,Executive Sponsor,dropdown
2289204,37238107,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2289204,37238112,company,At which organization did you most recently use G2 Marketing Solutions?,Auryc Inc.,text_field
2289204,37238142,industry,What is your industry when using this product?,Information Technology and Services,dropdown
2310756,37482923,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,9.0,slider_nps
2310756,37482948,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2310756,37482970,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2310756,37482979,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2310756,37482986,company,At which organization did you most recently use G2 Marketing Solutions?,Ultimate Software,text_field
2310756,37482992,industry,What is your industry when using this product?,Human Resources,dropdown
2310756,37483013,company_size,What was your organization size when working with G2 Marketing Solutions?,"5,001-10,000 employees",dropdown
2310756,37483018,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
2310756,37483045,title,Title for your review:,Lots of Data,text_field
2310756,37483300,love,What do you like best about G2 Marketing Solutions?,"G2 provides so much data that organizations can use to drive sales and retain customers. They offer trusted reviews, buyer insights data, competitive insights data, reports, and more. ",comment
2324242,38106631,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,7.0,slider_nps
2324242,38106632,title,Title for your review:,worked with the G2 team to get buyer intent leads,text_field
2324242,38106637,love,What do you like best about G2 Marketing Solutions?,The team is the best thing about them - helpful and professional,comment
2324242,38106642,hate,What do you dislike about G2 Marketing Solutions?,Extracting the information about each lead / company isn't as easy as I'd expect,comment
2324242,38106645,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Getting leads that have buyer intent,comment
2324242,38106648,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2324242,38106650,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2324242,38106651,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2324242,38106652,company,At which organization did you most recently use G2 Marketing Solutions?,SLI Systems,text_field
2324242,38106655,industry,What is your industry when using this product?,Computer Software,dropdown
2366343,38167864,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,9.0,slider_nps
2366343,38167949,title,Title for your review:,"Amazing team! The best 3rd party validation platform for B2B companies, period.  ",text_field
2366343,49736768,industry,What is your industry when using this product?,Information Technology and Services,dropdown
2366343,49736779,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
2366343,49736802,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
2366343,49737408,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2366343,49737447,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2366343,49737494,company,At which organization did you most recently use G2 Marketing Solutions?,2019,text_field
2366343,49737597,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 crowd has significantly helped us in increasing and improving brand awareness, lead generation and become a leader in the chatbot category. It provides a great third party validation for users who are unfamiliar with our platform. We get a lot of traffic from G2 crowd and help us reducing the deal cycle and helps us compete against the heavy-hitters in the already crowded chatbot market. ",comment
2366343,49739616,hate,What do you dislike about G2 Marketing Solutions?,There was an issue with the banner and badges not being updated properly or on time. Changes are often not saved in the platform. A lot of great features but are available for additional charges. Integrations with platforms such as HubSpot are not as straight forward. Takes some getting used to in using the platform.  ,comment
2506505,39715174,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,8.0,slider_nps
2506505,39715228,title,Title for your review:,Innovative marketing solution for software vendors,text_field
2506505,39715324,love,What do you like best about G2 Marketing Solutions?,"Profile & review management is straightforward, content widgets are user-friendly, integrations with other platforms are powerful and the G2 team is very supportive (hats off to Kelly & Laura).",comment
2506505,39715427,hate,What do you dislike about G2 Marketing Solutions?,"Price points are pretty high, and plan tiers upgrades are pretty steep, which prevents us from making the most of the platform. Also, it would be really nice to be able to export more data from our profile.",comment
2506505,39715479,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"It is really nice to see how we are doing compared to our competitors: G2 Crowd offers an independent, third-party, unbiased look at the market that insightful to make business decisions.",comment
2506505,39715523,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2506505,39715537,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2506505,39715544,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2506505,39715549,company,At which organization did you most recently use G2 Marketing Solutions?,Loomly,text_field
2506505,39715605,industry,What is your industry when using this product?,Computer Software,dropdown
2589127,40448846,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2589127,40448859,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2589127,40448872,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2589127,40448880,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2589127,49173396,title,Title for your review:,Lead Generation and Reviews for Marketing,text_field
2717293,41582750,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2717293,41582764,title,Title for your review:,Great Platform for Collecting Reviews,text_field
2717293,41582847,love,What do you like best about G2 Marketing Solutions?,"It was seamless to get up and running with G2 Crowd.  Ali was essential in helping us figure out a game plan to increase our presence on this site and listened to the approach that we wanted to take.  I loved that we could have unique landing pages for our CS team to track inbound reviews and our customers seemed more open to posting reviews knowing they could post anonymously. I also really like being able to customize a reference page that we can keep relevant with recent reviews so that our sales team can leverage this in their conversations.  Having a personal dashboard where you can track all reviews, their status on posting as well as the reward payout is also a plus.",comment
2717293,41583264,hate,What do you dislike about G2 Marketing Solutions?,"Some of our customers did express some frustration with getting the reviews to post, but it most likely was due to user error (not completing email verification or wanting to connect via LinkedIn).  While we did try and coach customers through this, some were not willing to take these additional steps and in turn, caused the reviews not to be posted.  There also was not an exact match for our industry within the drop down list, so sometimes our customers were unsure how to correctly complete all fields that were required.",comment
2717293,41583529,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,This tool is helping us increase our presence in the market and providing another tool that our prospective customers can utilize when making a business decision.,comment
2717293,41583668,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2717293,41583671,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2717293,41583676,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2717293,41583677,company,At which organization did you most recently use G2 Marketing Solutions?,FieldEdge,text_field
2717293,41583681,industry,What is your industry when using this product?,Consumer Services,dropdown
2743218,41872255,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2743218,41872266,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2743218,41872291,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2743218,41872298,company,At which organization did you most recently use G2 Marketing Solutions?,Cornerstone,text_field
2743218,41872344,industry,What is your industry when using this product?,Computer Software,dropdown
2743218,41872349,company_size,What was your organization size when working with G2 Marketing Solutions?,"1,001-5,000 employees",dropdown
2743218,41872363,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
2743218,41872391,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,8.0,slider_nps
2743218,41974055,title,Title for your review:,"Good Platform, Great Support Team!",text_field
2743218,41974073,love,What do you like best about G2 Marketing Solutions?,"The G2 admin portals are intuitive and easy to use so as an admin, I can find the insights I need without breaking a sweat. That said, the Success and Support teams have been what makes G2 really stand out. There is always a responsive person available to help brainstorm, troubleshoot, or point our program in the right direction. ",comment
2765243,42111588,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2765243,42111603,title,Title for your review:,A strong partner for lead generation and elevating our brand ,text_field
2765243,42113189,love,What do you like best about G2 Marketing Solutions?,"As a global company, its invaluable for us that G2 are able to accept online reviews in local language as we solicit reviews from our customers around the globe.  As a leader in the review space G2 is known in all the regions we operate with them making them a truly global partner.  They have played a huge part in accelerating our pipeline through leads generated off the back of reviews and more recently offered an excellent service at our industry event where they gathered 200+ reviews (on a target of 100!)  ",comment
2765243,42113298,hate,What do you dislike about G2 Marketing Solutions?,"The ability to tag and pull reviews off the G2 site for use in broader marketing campaigns is a little clunkier than some of their competitors but I believe there are new plans in place for this, so I look forward to the updates on this.",comment
2765243,42113327,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Lead generation has been hugely increased through the capture of online reviews in just 18 months of using G2.  They are now instrumental to our global strategy.  Onsite event assistance was outstanding recently where the G2 team achieved 200%+ of target which also moved our overall position in the Product Grids as well as benefitting lead gen.,comment
2765243,42113826,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2765243,42113859,product_role,What is your primary role when using G2 Marketing Solutions?,Executive Sponsor,dropdown
2765243,42113868,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2765243,42113873,company,At which organization did you most recently use G2 Marketing Solutions?,Genesys,text_field
2765243,42113917,industry,What is your industry when using this product?,Information Technology and Services,dropdown
2768965,42159133,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,8.0,slider_nps
2768965,42159140,title,Title for your review:,The value of peer reviews,text_field
2768965,42159158,love,What do you like best about G2 Marketing Solutions?,"The B2B market is now looking at peer review sites, like G2, as an important source for truly independent perspectives from real customers about the experience they are having with our platform and services. We think this is a growing trend in the customer service industry and we leverage the findings constantly to help us improve the products and services we deliver. G2 is one of the top vendors in this space. ",comment
2768965,42159346,hate,What do you dislike about G2 Marketing Solutions?,"It is important to get enough depth in a review to make it actionable and we don't always get that. Further, we'd like to see more G2 visibility in search results relevant to our call/contact center industry so that our customers and prospects can leverage in their buying research. ",comment
2768965,42159443,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Getting product insights and creating more awareness for our solutions,comment
2768965,42159557,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2768965,42159572,product_role,What is your primary role when using G2 Marketing Solutions?,Executive Sponsor,dropdown
2768965,42159581,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2768965,42159589,company,At which organization did you most recently use G2 Marketing Solutions?,Genesys,text_field
2768965,42159635,industry,What is your industry when using this product?,Information Technology and Services,dropdown
2769307,42163197,title,Title for your review:,Exceptional Review Site Support,text_field
2769307,42163215,love,What do you like best about G2 Marketing Solutions?,"G2 Crowd has helped provide us with a platform that our customers can truly voice their opinions about Genesys. This has become a great tool for our company internally and allows a great platform for potential prospects to use. G2 went above and beyond at our recent customer event by helping us collect reviews and we were able to collect over 250 reviews in 2 days. 

G2 helped us pivot quickly during the pandemic when in-person events were canceled, and we were able to come up with unique ways to continue to collect reviews.",comment
2769307,42163324,hate,What do you dislike about G2 Marketing Solutions?,The backend of G2 is currently improving for the admin use however there could still be some more room for improvement in regards to tagging reviews. Also it would be nice to be able to create our own unique tracking links for events and campaigns instead of having to go to G2 support every time.,comment
2769307,42163471,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We have been able to capture more accurate customer feedback regarding all of our products. This platform helps motivate our customers to leave the reviews. G2 has also helped us go above and beyond at our customer events, creating a true experience for our customers while they leave reviews.",comment
2769307,42165238,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Buyer Intent Data Providers']",categories
2769307,42165244,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2769307,42165349,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2769307,42165361,company,At which organization did you most recently use G2 Marketing Solutions?,Genesys,text_field
2769307,42165386,industry,What is your industry when using this product?,Telecommunications,dropdown
2769307,42165394,company_size,What was your organization size when working with G2 Marketing Solutions?,"5,001-10,000 employees",dropdown
2788151,42412459,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
2788151,42412470,title,Title for your review:,Essential review platform with insightful onboarding team,text_field
2788151,42412490,love,What do you like best about G2 Marketing Solutions?,"Overall great service, responsive and helpful team",comment
2788151,42412519,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 has been an important platform for us to increase our Enterprise Market presence ,comment
2788151,42412525,categories,For which purposes do you use G2 Marketing Solutions?,['Buyer Intent Data Providers'],categories
2788151,42412528,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
2788151,42414937,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
2788151,42414943,company,At which organization did you most recently use G2 Marketing Solutions?,10to8,text_field
2788151,42414991,industry,What is your industry when using this product?,Computer Software,dropdown
2788151,42414997,company_size,What was your organization size when working with G2 Marketing Solutions?,11-50 employees,dropdown
